application_id,client_id,branch_id,requested_amount,status,rejection_reason,application_date
APP_001402,CLI_04189,BR_008,20312.41,Denied,Income - Missing Tax Return,2026-04-04
APP_001403,CLI_04101,BR_044,8982.23,Approved,None,2026-04-29
APP_001404,CLI_03510,BR_009,6737.27,Denied,Income - Missing Tax Return,2026-03-15
APP_001405,CLI_03518,BR_022,28386.58,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-29
APP_001406,CLI_02073,BR_004,15723.06,Approved,None,2026-08-28
APP_001407,CLI_00098,BR_013,49873.89,Approved,None,2026-08-01
APP_001408,CLI_01292,BR_034,20889.14,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-07-12
APP_001409,CLI_03465,BR_003,11402.04,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-13
APP_001410,CLI_01788,BR_037,31813.6,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-18
APP_001411,CLI_00684,BR_028,12968.49,Approved,None,2026-08-24
APP_001412,CLI_01133,BR_026,25210.22,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-23
APP_001413,CLI_04123,BR_050,24646.23,Approved,None,2026-06-24
APP_001414,CLI_03205,BR_046,23224.32,Denied,Registry Error - Data Mismatch with Tax Authority,2026-04-18
APP_001415,CLI_03124,BR_034,40008.2,Approved,None,2026-04-15
APP_001416,CLI_03837,BR_015,11614.04,Approved,None,2026-08-03
APP_001417,CLI_04877,BR_008,45311.06,Approved,None,2026-03-18
APP_001418,CLI_01615,BR_048,39775.68,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-04-13
APP_001419,CLI_01042,BR_035,17323.0,Approved,None,2026-06-29
APP_001420,CLI_02866,BR_024,9849.52,Denied,Score - Disabled Positive Credit Registry,2026-07-14
APP_001421,CLI_00855,BR_037,14697.22,Approved,None,2026-08-13
APP_001422,CLI_02027,BR_004,17299.18,Denied,Document Error - Expired or Illegible ID,2026-04-27
APP_001423,CLI_01988,BR_012,28289.73,Approved,None,2026-06-10
APP_001424,CLI_02551,BR_019,3272.04,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-28
APP_001425,CLI_00240,BR_015,45803.6,Approved,None,2026-05-09
APP_001426,CLI_00490,BR_030,5835.07,Approved,None,2026-05-21
APP_001427,CLI_03852,BR_045,14684.4,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-03-05
APP_001428,CLI_01037,BR_037,6355.08,Denied,Registry Error - Data Mismatch with Tax Authority,2026-05-07
APP_001429,CLI_01339,BR_012,13576.97,Approved,None,2026-06-15
APP_001430,CLI_04781,BR_019,42046.02,Approved,None,2026-06-22
APP_001431,CLI_03270,BR_034,31143.61,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-08-12
APP_001432,CLI_02555,BR_007,12138.84,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-28
APP_001433,CLI_03501,BR_028,43716.17,Approved,None,2026-05-14
APP_001434,CLI_03863,BR_028,40234.89,Denied,Income - Missing Tax Return,2026-05-29
APP_001435,CLI_01768,BR_029,37928.81,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-07
APP_001436,CLI_04709,BR_037,42534.0,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-21
APP_001437,CLI_00162,BR_020,31362.83,Approved,None,2026-05-29
APP_001438,CLI_00656,BR_011,25570.43,Approved,None,2026-06-14
APP_001439,CLI_03007,BR_050,19322.82,Approved,None,2026-04-09
APP_001440,CLI_04717,BR_050,11964.44,Approved,None,2026-07-26
APP_001441,CLI_03507,BR_039,28313.17,Approved,None,2026-08-13
APP_001442,CLI_01257,BR_042,44585.12,Approved,None,2026-04-16
APP_001443,CLI_02159,BR_023,30105.11,Denied,Score - Disabled Positive Credit Registry,2026-07-19
APP_001444,CLI_01952,BR_046,46060.74,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-03-08
APP_001445,CLI_00750,BR_020,18488.95,Approved,None,2026-06-04
APP_001446,CLI_00709,BR_020,35061.76,Approved,None,2026-07-26
APP_001447,CLI_01622,BR_011,32784.61,Denied,Score - Forgotten Micro-Debt,2026-07-05
APP_001448,CLI_04137,BR_002,33851.26,Denied,Income - Missing Tax Return,2026-04-26
APP_001449,CLI_04656,BR_013,32607.06,Approved,None,2026-04-11
APP_001450,CLI_00466,BR_013,11861.08,Approved,None,2026-04-06
APP_001451,CLI_03996,BR_041,8035.95,Approved,None,2026-04-13
APP_001452,CLI_01101,BR_049,48952.78,Approved,None,2026-04-06
APP_001453,CLI_01714,BR_015,3219.46,Denied,Registry Error - Data Mismatch with Tax Authority,2026-07-20
APP_001454,CLI_04586,BR_031,23919.09,Approved,None,2026-03-16
APP_001455,CLI_00117,BR_023,21828.94,Approved,None,2026-07-15
APP_001456,CLI_02482,BR_022,18640.93,Approved,None,2026-07-07
APP_001457,CLI_00196,BR_016,39317.21,Denied,Restriction - Historical Default on Central Bank SCR,2026-05-13
APP_001458,CLI_04715,BR_042,37522.16,Approved,None,2026-03-13
APP_001459,CLI_01475,BR_029,45356.02,Denied,Score - Forgotten Micro-Debt,2026-03-10
APP_001460,CLI_02473,BR_020,20378.89,Approved,None,2026-03-07
APP_001461,CLI_04130,BR_028,28644.8,Approved,None,2026-07-31
APP_001462,CLI_03055,BR_027,44723.05,Denied,Document Error - Expired or Illegible ID,2026-07-09
APP_001463,CLI_01275,BR_044,49698.56,Approved,None,2026-03-18
APP_001464,CLI_03710,BR_029,48495.42,Denied,Income - Missing Tax Return,2026-07-02
APP_001465,CLI_00339,BR_005,36174.35,Denied,Document Error - Expired or Illegible ID,2026-05-14
APP_001466,CLI_03512,BR_049,8018.15,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-13
APP_001467,CLI_04276,BR_042,2136.11,Approved,None,2026-05-24
APP_001468,CLI_04718,BR_038,41435.7,Approved,None,2026-04-07
APP_001469,CLI_03300,BR_038,42206.16,Approved,None,2026-06-24
APP_001470,CLI_01657,BR_044,37571.68,Approved,None,2026-04-04
APP_001471,CLI_00643,BR_002,14716.25,Denied,Registry Error - Data Mismatch with Tax Authority,2026-03-22
APP_001472,CLI_01681,BR_045,32351.08,Approved,None,2026-04-16
APP_001473,CLI_01351,BR_020,16496.17,Approved,None,2026-04-11
APP_001474,CLI_00619,BR_043,23081.76,Approved,None,2026-08-30
APP_001475,CLI_01170,BR_047,19739.32,Approved,None,2026-04-04
APP_001476,CLI_00252,BR_013,45768.36,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-12
APP_001477,CLI_00302,BR_026,12473.71,Approved,None,2026-05-25
APP_001478,CLI_03142,BR_035,29302.93,Denied,Registry Error - Data Mismatch with Tax Authority,2026-05-21
APP_001479,CLI_01567,BR_046,18688.09,Denied,Score - Disabled Positive Credit Registry,2026-08-20
APP_001480,CLI_03165,BR_008,33490.48,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-29
APP_001481,CLI_03958,BR_028,28663.59,Approved,None,2026-07-18
APP_001482,CLI_02211,BR_041,46274.91,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-06
APP_001483,CLI_03153,BR_015,5979.0,Denied,Document Error - Expired or Illegible ID,2026-03-06
APP_001484,CLI_03660,BR_050,11811.4,Approved,None,2026-08-25
APP_001485,CLI_00612,BR_008,38551.05,Denied,Score - Forgotten Micro-Debt,2026-04-02
APP_001486,CLI_01944,BR_011,19070.56,Denied,Score - Disabled Positive Credit Registry,2026-06-26
APP_001487,CLI_00074,BR_029,9123.41,Approved,None,2026-06-23
APP_001488,CLI_02874,BR_005,25662.74,Approved,None,2026-05-27
APP_001489,CLI_04638,BR_047,32954.96,Approved,None,2026-07-10
APP_001490,CLI_00157,BR_047,3196.51,Denied,Income - Missing Tax Return,2026-03-23
APP_001491,CLI_03559,BR_007,15289.47,Approved,None,2026-03-24
APP_001492,CLI_00256,BR_018,40661.7,Approved,None,2026-05-31
APP_001493,CLI_03111,BR_028,26491.98,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-03
APP_001494,CLI_01052,BR_012,2733.58,Approved,None,2026-07-05
APP_001495,CLI_02418,BR_012,14815.6,Approved,None,2026-06-24
APP_001496,CLI_02257,BR_036,32317.89,Approved,None,2026-03-17
APP_001497,CLI_02635,BR_029,10768.61,Approved,None,2026-07-16
APP_001498,CLI_02897,BR_011,41542.18,Denied,Score - Disabled Positive Credit Registry,2026-07-20
APP_001499,CLI_01892,BR_006,34152.22,Approved,None,2026-03-15
APP_001500,CLI_03684,BR_021,24097.57,Approved,None,2026-07-01
APP_001501,CLI_04412,BR_010,45865.57,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-08
APP_001502,CLI_03465,BR_032,20198.24,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-17
APP_001503,CLI_02492,BR_047,12518.6,Approved,None,2026-07-14
APP_001504,CLI_03740,BR_033,33408.75,Approved,None,2026-05-18
APP_001505,CLI_01776,BR_017,29091.46,Approved,None,2026-03-08
APP_001506,CLI_03937,BR_003,17427.15,Approved,None,2026-06-15
APP_001507,CLI_01971,BR_043,17839.56,Approved,None,2026-05-05
APP_001508,CLI_03720,BR_018,20512.31,Denied,Income - Missing Tax Return,2026-03-24
APP_001509,CLI_03954,BR_010,15265.79,Approved,None,2026-08-04
APP_001510,CLI_02493,BR_041,35801.83,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-06
APP_001511,CLI_04666,BR_039,32916.56,Denied,Registry Error - Data Mismatch with Tax Authority,2026-03-16
APP_001512,CLI_00649,BR_043,22598.1,Denied,Score - Forgotten Micro-Debt,2026-05-04
APP_001513,CLI_01641,BR_008,20494.88,Approved,None,2026-05-04
APP_001514,CLI_04435,BR_034,18887.51,Approved,None,2026-08-28
APP_001515,CLI_00529,BR_037,14889.95,Denied,Document Error - Expired or Illegible ID,2026-08-12
APP_001516,CLI_02102,BR_041,5199.14,Approved,None,2026-05-07
APP_001517,CLI_00419,BR_033,14142.03,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-04
APP_001518,CLI_02353,BR_049,16738.87,Approved,None,2026-03-22
APP_001519,CLI_03510,BR_010,27836.52,Approved,None,2026-07-10
APP_001520,CLI_00085,BR_040,38915.64,Approved,None,2026-07-24
APP_001521,CLI_02300,BR_018,20389.41,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-10
APP_001522,CLI_01752,BR_025,47293.09,Denied,Income - Missing Tax Return,2026-05-03
APP_001523,CLI_04222,BR_042,41540.15,Approved,None,2026-06-07
APP_001524,CLI_02658,BR_041,49255.29,Approved,None,2026-05-25
APP_001525,CLI_03976,BR_036,43933.95,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-06
APP_001526,CLI_02352,BR_002,31219.57,Approved,None,2026-06-01
APP_001527,CLI_03100,BR_019,30325.49,Approved,None,2026-04-16
APP_001528,CLI_01290,BR_010,7346.78,Approved,None,2026-05-11
APP_001529,CLI_03124,BR_049,36397.56,Approved,None,2026-06-10
APP_001530,CLI_02703,BR_003,30410.14,Approved,None,2026-06-28
APP_001531,CLI_00644,BR_019,25839.67,Approved,None,2026-08-31
APP_001532,CLI_02906,BR_026,34971.06,Approved,None,2026-03-11
APP_001533,CLI_04068,BR_047,22758.34,Approved,None,2026-03-31
APP_001534,CLI_04064,BR_025,26669.12,Approved,None,2026-04-24
APP_001535,CLI_04670,BR_050,20519.26,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-04
APP_001536,CLI_02923,BR_017,36151.17,Approved,None,2026-06-09
APP_001537,CLI_02022,BR_010,43953.94,Denied,Registry Error - Data Mismatch with Tax Authority,2026-03-30
APP_001538,CLI_03625,BR_046,42201.4,Approved,None,2026-08-04
APP_001539,CLI_02871,BR_050,39515.24,Approved,None,2026-04-30
APP_001540,CLI_03119,BR_011,1675.6,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-01
APP_001541,CLI_00137,BR_011,45682.14,Denied,Document Error - Expired or Illegible ID,2026-03-10
APP_001542,CLI_04226,BR_012,14468.91,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-04-19
APP_001543,CLI_01219,BR_040,44510.72,Denied,Document Error - Expired or Illegible ID,2026-06-21
APP_001544,CLI_01018,BR_048,10651.44,Denied,Document Error - Expired or Illegible ID,2026-07-15
APP_001545,CLI_03701,BR_008,22542.64,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-08-06
APP_001546,CLI_04528,BR_024,37720.54,Approved,None,2026-06-04
APP_001547,CLI_03141,BR_014,32373.67,Approved,None,2026-04-19
APP_001548,CLI_03530,BR_023,21380.17,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-19
APP_001549,CLI_02588,BR_050,34252.57,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-06
APP_001550,CLI_02383,BR_036,27898.53,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-09
APP_001551,CLI_02606,BR_017,14511.08,Denied,Income - Missing Tax Return,2026-05-04
APP_001552,CLI_03088,BR_045,32670.14,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-08-31
APP_001553,CLI_03528,BR_005,11008.11,Approved,None,2026-06-11
APP_001554,CLI_02558,BR_003,35005.43,Approved,None,2026-08-03
APP_001555,CLI_00209,BR_009,1152.43,Approved,None,2026-04-04
APP_001556,CLI_03811,BR_020,27889.85,Approved,None,2026-03-17
APP_001557,CLI_04154,BR_050,20652.31,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-18
APP_001558,CLI_02008,BR_020,15852.08,Approved,None,2026-04-24
APP_001559,CLI_02864,BR_019,26269.69,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-03-22
APP_001560,CLI_03377,BR_021,32620.27,Approved,None,2026-06-22
APP_001561,CLI_01369,BR_016,48300.3,Denied,Registry Error - Data Mismatch with Tax Authority,2026-04-29
APP_001562,CLI_03801,BR_033,41820.16,Denied,Score - Disabled Positive Credit Registry,2026-06-14
APP_001563,CLI_01038,BR_005,36140.34,Approved,None,2026-05-17
APP_001564,CLI_04473,BR_024,24469.38,Approved,None,2026-05-26
APP_001565,CLI_02291,BR_015,20215.06,Approved,None,2026-04-04
APP_001566,CLI_00993,BR_026,2593.95,Denied,Registry Error - Data Mismatch with Tax Authority,2026-08-14
APP_001567,CLI_02939,BR_044,18595.75,Approved,None,2026-07-17
APP_001568,CLI_04511,BR_025,42570.48,Approved,None,2026-06-11
APP_001569,CLI_00394,BR_028,19817.2,Denied,Registry Error - Data Mismatch with Tax Authority,2026-05-01
APP_001570,CLI_03687,BR_033,23617.66,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-26
APP_001571,CLI_04825,BR_046,14319.89,Denied,Document Error - Expired or Illegible ID,2026-03-21
APP_001572,CLI_00358,BR_018,14432.51,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-17
APP_001573,CLI_04005,BR_018,4031.72,Approved,None,2026-05-21
APP_001574,CLI_01182,BR_038,31076.39,Approved,None,2026-07-26
APP_001575,CLI_02066,BR_033,22955.4,Approved,None,2026-08-14
APP_001576,CLI_03903,BR_027,30692.08,Approved,None,2026-03-14
APP_001577,CLI_03419,BR_049,27797.46,Approved,None,2026-05-20
APP_001578,CLI_03130,BR_050,40143.38,Denied,Restriction - Historical Default on Central Bank SCR,2026-03-28
APP_001579,CLI_00155,BR_015,37799.58,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-08
APP_001580,CLI_03559,BR_044,38801.24,Approved,None,2026-04-11
APP_001581,CLI_01555,BR_013,25462.71,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-02
APP_001582,CLI_00487,BR_034,18340.19,Approved,None,2026-05-30
APP_001583,CLI_01383,BR_004,46738.39,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-24
APP_001584,CLI_02416,BR_035,3659.22,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-04
APP_001585,CLI_01071,BR_019,8478.44,Denied,Income - Missing Tax Return,2026-08-17
APP_001586,CLI_02255,BR_031,21560.36,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-26
APP_001587,CLI_01507,BR_025,31083.92,Approved,None,2026-07-20
APP_001588,CLI_01876,BR_040,1401.82,Denied,Score - Disabled Positive Credit Registry,2026-07-30
APP_001589,CLI_02191,BR_012,36246.82,Approved,None,2026-04-24
APP_001590,CLI_01071,BR_012,28377.6,Approved,None,2026-08-24
APP_001591,CLI_00191,BR_042,24750.44,Approved,None,2026-05-12
APP_001592,CLI_00140,BR_025,21751.26,Approved,None,2026-07-30
APP_001593,CLI_04711,BR_033,26454.86,Approved,None,2026-03-22
APP_001594,CLI_04011,BR_037,8927.5,Approved,None,2026-04-08
APP_001595,CLI_03412,BR_028,6326.88,Approved,None,2026-06-03
APP_001596,CLI_02973,BR_043,15192.24,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-04-05
APP_001597,CLI_01515,BR_009,35765.73,Denied,Document Error - Expired or Illegible ID,2026-03-29
APP_001598,CLI_03121,BR_014,29826.11,Approved,None,2026-05-08
APP_001599,CLI_03971,BR_003,24526.03,Denied,Income - Missing Tax Return,2026-03-12
APP_001600,CLI_04720,BR_005,29004.53,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-12
APP_001601,CLI_03525,BR_026,28403.64,Approved,None,2026-05-01
APP_001602,CLI_01346,BR_041,16045.05,Approved,None,2026-04-22
APP_001603,CLI_04183,BR_018,5775.34,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-07-27
APP_001604,CLI_01918,BR_038,44942.34,Approved,None,2026-05-26
APP_001605,CLI_04378,BR_021,30395.65,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-06-16
APP_001606,CLI_03911,BR_039,35189.65,Approved,None,2026-03-05
APP_001607,CLI_00453,BR_016,23735.86,Approved,None,2026-04-28
APP_001608,CLI_04143,BR_040,38067.55,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-24
APP_001609,CLI_01612,BR_023,29640.37,Approved,None,2026-06-22
APP_001610,CLI_03168,BR_029,3636.25,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-18
APP_001611,CLI_02079,BR_010,44614.75,Approved,None,2026-04-14
APP_001612,CLI_02582,BR_005,15971.27,Approved,None,2026-07-08
APP_001613,CLI_02065,BR_011,7756.65,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-06
APP_001614,CLI_01259,BR_029,5314.01,Approved,None,2026-05-30
APP_001615,CLI_04488,BR_045,36301.58,Approved,None,2026-03-09
APP_001616,CLI_00354,BR_027,35494.45,Approved,None,2026-05-26
APP_001617,CLI_04401,BR_034,35307.94,Approved,None,2026-08-23
APP_001618,CLI_03637,BR_014,45871.89,Approved,None,2026-04-14
APP_001619,CLI_01564,BR_041,18098.21,Approved,None,2026-06-24
APP_001620,CLI_00712,BR_042,28495.52,Approved,None,2026-06-10
APP_001621,CLI_03503,BR_010,31355.28,Denied,Document Error - Expired or Illegible ID,2026-08-04
APP_001622,CLI_02733,BR_042,48994.61,Approved,None,2026-08-15
APP_001623,CLI_04882,BR_011,16304.96,Approved,None,2026-08-10
APP_001624,CLI_00857,BR_011,47860.23,Approved,None,2026-03-22
APP_001625,CLI_04273,BR_035,8287.98,Approved,None,2026-05-11
APP_001626,CLI_01430,BR_019,38436.07,Denied,Registry Error - Data Mismatch with Tax Authority,2026-04-07
APP_001627,CLI_02493,BR_024,32011.41,Approved,None,2026-03-07
APP_001628,CLI_03199,BR_001,41027.91,Denied,Score - Forgotten Micro-Debt,2026-03-31
APP_001629,CLI_03421,BR_012,2405.59,Approved,None,2026-05-16
APP_001630,CLI_02069,BR_047,4828.42,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-07-03
APP_001631,CLI_04807,BR_014,4415.09,Approved,None,2026-07-19
APP_001632,CLI_03492,BR_003,30055.01,Denied,Score - Forgotten Micro-Debt,2026-07-20
APP_001633,CLI_00152,BR_045,30543.87,Approved,None,2026-04-03
APP_001634,CLI_03232,BR_050,45399.14,Denied,Score - Disabled Positive Credit Registry,2026-04-04
APP_001635,CLI_02907,BR_032,23912.57,Approved,None,2026-03-10
APP_001636,CLI_03552,BR_016,4334.4,Approved,None,2026-07-08
APP_001637,CLI_01467,BR_038,11266.94,Approved,None,2026-08-21
APP_001638,CLI_04192,BR_010,1395.58,Denied,Score - Forgotten Micro-Debt,2026-07-08
APP_001639,CLI_03424,BR_017,39059.01,Denied,Income - Missing Tax Return,2026-03-31
APP_001640,CLI_04058,BR_049,40964.37,Denied,Registry Error - Data Mismatch with Tax Authority,2026-04-25
APP_001641,CLI_02926,BR_040,49899.08,Approved,None,2026-04-05
APP_001642,CLI_03666,BR_004,21197.53,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-24
APP_001643,CLI_04736,BR_015,1945.62,Approved,None,2026-04-06
APP_001644,CLI_03431,BR_033,12501.76,Approved,None,2026-03-12
APP_001645,CLI_01157,BR_039,29800.67,Approved,None,2026-06-12
APP_001646,CLI_04208,BR_010,48135.21,Denied,Score - Forgotten Micro-Debt,2026-06-14
APP_001647,CLI_03409,BR_007,6075.35,Approved,None,2026-06-28
APP_001648,CLI_01162,BR_033,6957.08,Denied,Registry Error - Data Mismatch with Tax Authority,2026-07-03
APP_001649,CLI_01260,BR_017,35386.19,Approved,None,2026-05-29
APP_001650,CLI_04091,BR_012,33693.15,Denied,Score - Forgotten Micro-Debt,2026-07-07
APP_001651,CLI_02842,BR_017,13274.81,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-04-26
APP_001652,CLI_03203,BR_047,40844.09,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-02
APP_001653,CLI_02982,BR_016,7310.16,Denied,Score - Disabled Positive Credit Registry,2026-08-01
APP_001654,CLI_03555,BR_014,46361.35,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-08
APP_001655,CLI_03473,BR_003,10850.56,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-06
APP_001656,CLI_01225,BR_044,4986.27,Approved,None,2026-04-28
APP_001657,CLI_04388,BR_050,17636.58,Denied,Document Error - Expired or Illegible ID,2026-06-12
APP_001658,CLI_02390,BR_030,10204.22,Approved,None,2026-08-10
APP_001659,CLI_01015,BR_046,26820.12,Denied,Score - Disabled Positive Credit Registry,2026-07-07
APP_001660,CLI_04681,BR_041,34655.48,Approved,None,2026-06-07
APP_001661,CLI_02027,BR_035,25055.16,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-01
APP_001662,CLI_03714,BR_026,33369.76,Denied,Score - Forgotten Micro-Debt,2026-05-13
APP_001663,CLI_01493,BR_012,18881.11,Approved,None,2026-08-24
APP_001664,CLI_04123,BR_031,2368.21,Denied,Registry Error - Data Mismatch with Tax Authority,2026-07-01
APP_001665,CLI_01701,BR_017,48729.14,Denied,Score - Forgotten Micro-Debt,2026-06-15
APP_001666,CLI_00455,BR_037,41151.26,Denied,Registry Error - Data Mismatch with Tax Authority,2026-04-02
APP_001667,CLI_00918,BR_008,4597.52,Denied,Income - Missing Tax Return,2026-08-10
APP_001668,CLI_00014,BR_019,23009.64,Denied,Score - Disabled Positive Credit Registry,2026-08-17
APP_001669,CLI_04375,BR_026,32115.93,Denied,Score - Disabled Positive Credit Registry,2026-03-29
APP_001670,CLI_00490,BR_004,10339.12,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-04
APP_001671,CLI_00985,BR_015,29321.44,Approved,None,2026-08-01
APP_001672,CLI_00961,BR_047,27148.78,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-06-06
APP_001673,CLI_01783,BR_014,11204.99,Approved,None,2026-06-24
APP_001674,CLI_01870,BR_030,7919.31,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-15
APP_001675,CLI_03305,BR_048,38189.15,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-03-18
APP_001676,CLI_02645,BR_042,16806.74,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-06-12
APP_001677,CLI_04346,BR_024,12957.99,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-23
APP_001678,CLI_04836,BR_046,37156.04,Approved,None,2026-06-24
APP_001679,CLI_03669,BR_043,37067.37,Approved,None,2026-06-22
APP_001680,CLI_04402,BR_034,14543.68,Approved,None,2026-06-29
APP_001681,CLI_01826,BR_019,43755.85,Approved,None,2026-08-24
APP_001682,CLI_03308,BR_003,34724.26,Approved,None,2026-06-22
APP_001683,CLI_03363,BR_004,17942.45,Approved,None,2026-06-07
APP_001684,CLI_03111,BR_011,21946.99,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-07-19
APP_001685,CLI_02766,BR_013,36608.77,Approved,None,2026-07-25
APP_001686,CLI_04279,BR_050,11367.61,Denied,Income - Missing Tax Return,2026-05-07
APP_001687,CLI_03771,BR_018,23969.28,Approved,None,2026-04-05
APP_001688,CLI_02693,BR_019,33024.36,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-28
APP_001689,CLI_00030,BR_044,27435.43,Denied,Registry Error - Data Mismatch with Tax Authority,2026-03-25
APP_001690,CLI_00767,BR_033,30808.09,Approved,None,2026-07-08
APP_001691,CLI_00615,BR_038,27764.41,Approved,None,2026-05-31
APP_001692,CLI_01005,BR_003,10762.14,Approved,None,2026-07-04
APP_001693,CLI_02122,BR_049,21100.06,Approved,None,2026-05-30
APP_001694,CLI_03127,BR_035,27067.29,Approved,None,2026-06-26
APP_001695,CLI_03010,BR_001,39223.07,Approved,None,2026-08-27
APP_001696,CLI_03820,BR_035,33041.31,Denied,Document Error - Expired or Illegible ID,2026-06-10
APP_001697,CLI_00024,BR_036,21902.96,Denied,Score - Forgotten Micro-Debt,2026-06-21
APP_001698,CLI_04060,BR_038,48745.59,Approved,None,2026-04-27
APP_001699,CLI_03094,BR_039,6281.98,Approved,None,2026-07-26
APP_001700,CLI_02911,BR_025,11133.44,Denied,Income - Missing Tax Return,2026-08-05
APP_001701,CLI_01971,BR_040,17724.32,Denied,Score - Forgotten Micro-Debt,2026-08-19
APP_001702,CLI_01539,BR_013,12200.03,Approved,None,2026-04-20
APP_001703,CLI_03142,BR_004,31646.66,Denied,Registry Error - Data Mismatch with Tax Authority,2026-06-28
APP_001704,CLI_04768,BR_006,2937.99,Approved,None,2026-03-27
APP_001705,CLI_03970,BR_011,9694.4,Denied,Score - Forgotten Micro-Debt,2026-03-05
APP_001706,CLI_02925,BR_001,15374.01,Approved,None,2026-07-22
APP_001707,CLI_00571,BR_008,34483.94,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-08-17
APP_001708,CLI_04860,BR_034,43917.38,Approved,None,2026-04-21
APP_001709,CLI_01243,BR_040,40126.1,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-08-17
APP_001710,CLI_00713,BR_009,9921.97,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-08-31
APP_001711,CLI_04863,BR_036,28704.88,Approved,None,2026-08-17
APP_001712,CLI_01294,BR_049,2471.11,Approved,None,2026-07-15
APP_001713,CLI_02867,BR_039,16216.3,Denied,Restriction - Historical Default on Central Bank SCR,2026-06-21
APP_001714,CLI_01675,BR_042,40493.21,Denied,Restriction - Historical Default on Central Bank SCR,2026-05-07
APP_001715,CLI_03664,BR_037,23376.62,Approved,None,2026-08-05
APP_001716,CLI_01360,BR_042,8347.12,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-03-27
APP_001717,CLI_00636,BR_044,22489.12,Approved,None,2026-07-03
APP_001718,CLI_01210,BR_021,10703.61,Approved,None,2026-06-27
APP_001719,CLI_02613,BR_020,20266.38,Approved,None,2026-03-11
APP_001720,CLI_01298,BR_038,24903.84,Denied,Income - Missing Tax Return,2026-07-11
