application_id,client_id,branch_id,age,segment,employment_type,account_age_months,requested_amount,status,rejection_reason,recommended_action
APP_002222,CLI_03710,BR_013,68,Mass-Affluent,Self-employed,71,18851.82,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002225,CLI_00682,BR_019,45,Private,Salaried,98,19859.62,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002226,CLI_03135,BR_032,33,Mass-Affluent,Gig-worker,95,49611.51,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002227,CLI_03262,BR_003,31,Mass,Salaried,26,28878.19,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002228,CLI_04995,BR_049,22,Mass,Salaried,3,31467.3,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002232,CLI_03610,BR_025,35,Mass,Gig-worker,64,29846.2,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002233,CLI_01200,BR_017,68,Mass,Gig-worker,15,4186.88,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002235,CLI_02949,BR_033,33,Mass,Salaried,16,49644.81,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002242,CLI_00439,BR_049,33,Mass,Gig-worker,23,15967.11,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002243,CLI_03261,BR_044,34,Mass,Gig-worker,75,19973.44,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002246,CLI_02450,BR_013,66,Mass,Gig-worker,13,41119.44,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002247,CLI_04682,BR_043,71,Mass-Affluent,Self-employed,82,17736.34,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002250,CLI_04424,BR_016,64,Mass,Salaried,113,18084.7,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002252,CLI_00558,BR_027,53,Mass-Affluent,Salaried,68,8074.4,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002253,CLI_01574,BR_026,71,Mass-Affluent,Self-employed,114,38178.3,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002254,CLI_00386,BR_011,32,Mass,Business Owner,28,8101.16,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002260,CLI_04543,BR_033,50,Mass,Self-employed,25,43147.17,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002263,CLI_04203,BR_028,22,Mass-Affluent,Self-employed,28,32455.63,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002266,CLI_01478,BR_044,35,Mass-Affluent,Salaried,8,26006.47,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002268,CLI_01632,BR_046,61,Mass-Affluent,Salaried,89,35449.37,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002270,CLI_01171,BR_008,57,Mass,Self-employed,94,17188.15,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002272,CLI_04120,BR_046,51,Premium,Business Owner,26,27893.48,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002274,CLI_02040,BR_026,61,Mass,Self-employed,13,27475.35,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002275,CLI_00120,BR_032,49,Mass,Unemployed,52,20893.25,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002278,CLI_01321,BR_044,26,Private,Unemployed,13,29038.32,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002279,CLI_04951,BR_042,37,Mass,Salaried,94,29205.56,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002282,CLI_01744,BR_011,49,Mass-Affluent,Gig-worker,21,40206.44,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002283,CLI_01943,BR_037,46,Mass,Unemployed,9,14753.01,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002285,CLI_01447,BR_045,51,Mass-Affluent,Salaried,116,44920.82,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002287,CLI_03895,BR_018,68,Private,Salaried,84,38870.03,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002288,CLI_01725,BR_029,39,Premium,Salaried,111,31034.43,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002292,CLI_00072,BR_036,60,Premium,Salaried,115,8553.4,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002294,CLI_02201,BR_040,43,Private,Gig-worker,106,31116.65,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002296,CLI_03758,BR_033,53,Mass,Business Owner,48,45531.89,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002297,CLI_03182,BR_018,40,Mass,Self-employed,81,21140.2,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002303,CLI_04308,BR_001,44,Mass,Gig-worker,71,25025.38,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002304,CLI_00724,BR_025,27,Mass-Affluent,Salaried,32,47360.71,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002307,CLI_04847,BR_045,28,Mass,Business Owner,58,21957.8,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002311,CLI_04608,BR_037,40,Mass-Affluent,Gig-worker,82,44301.3,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002312,CLI_04782,BR_049,74,Mass,Salaried,13,37898.81,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002313,CLI_03920,BR_003,25,Private,Salaried,100,19553.92,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002319,CLI_03765,BR_017,32,Mass,Salaried,40,14929.6,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002320,CLI_04022,BR_015,50,Mass,Gig-worker,42,13923.56,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002322,CLI_02563,BR_022,40,Mass,Self-employed,78,48420.84,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002326,CLI_03618,BR_014,20,Mass,Salaried,71,46144.57,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002327,CLI_01313,BR_039,18,Mass,Gig-worker,55,13785.4,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002334,CLI_02320,BR_022,19,Mass,Gig-worker,18,26874.55,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002341,CLI_02785,BR_028,62,Mass-Affluent,Gig-worker,67,37931.1,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002347,CLI_02233,BR_023,39,Mass,Self-employed,60,34041.96,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002349,CLI_01447,BR_046,51,Mass-Affluent,Salaried,116,13764.62,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002350,CLI_01466,BR_046,35,Private,Self-employed,99,29551.22,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002352,CLI_03628,BR_023,18,Mass,Self-employed,71,15511.97,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002356,CLI_03288,BR_049,55,Mass,Salaried,9,31535.97,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002358,CLI_01565,BR_006,24,Mass-Affluent,Self-employed,82,42063.74,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002364,CLI_03180,BR_031,63,Mass-Affluent,Salaried,108,8201.33,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002372,CLI_03535,BR_022,68,Mass,Self-employed,27,7727.82,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002376,CLI_02729,BR_004,21,Mass,Gig-worker,113,7338.6,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002379,CLI_02289,BR_007,43,Mass,Gig-worker,84,43813.03,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002380,CLI_04436,BR_023,46,Premium,Self-employed,44,40547.06,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002381,CLI_00744,BR_011,44,Mass,Gig-worker,29,39483.13,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002382,CLI_01495,BR_008,47,Mass,Gig-worker,32,1783.86,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002386,CLI_00208,BR_007,74,Mass,Salaried,112,17773.49,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002395,CLI_00433,BR_042,65,Mass,Salaried,84,34043.82,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002397,CLI_02437,BR_038,72,Mass-Affluent,Salaried,109,34604.96,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002398,CLI_04679,BR_045,45,Mass-Affluent,Self-employed,39,31189.6,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002399,CLI_04528,BR_006,32,Mass-Affluent,Gig-worker,57,42825.92,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002402,CLI_00639,BR_026,44,Private,Salaried,33,9489.24,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002403,CLI_01229,BR_014,55,Mass,Self-employed,26,41075.16,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002404,CLI_03370,BR_018,74,Premium,Salaried,94,11473.9,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002407,CLI_01291,BR_014,45,Mass,Gig-worker,32,46142.29,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002409,CLI_01704,BR_013,31,Mass-Affluent,Gig-worker,30,38962.36,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002410,CLI_02227,BR_040,68,Mass,Business Owner,84,20526.14,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002412,CLI_04561,BR_037,21,Mass-Affluent,Salaried,40,12150.02,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002413,CLI_00976,BR_045,31,Mass,Business Owner,74,13952.84,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002414,CLI_01029,BR_038,23,Mass-Affluent,Gig-worker,25,3520.19,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002415,CLI_00526,BR_022,40,Mass-Affluent,Gig-worker,61,47083.19,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002417,CLI_02547,BR_019,65,Mass,Self-employed,87,34067.77,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002419,CLI_02484,BR_016,21,Mass-Affluent,Self-employed,55,43850.6,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002420,CLI_02864,BR_005,26,Mass-Affluent,Unemployed,96,33581.34,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002421,CLI_02735,BR_044,44,Mass,Salaried,44,28539.04,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002422,CLI_01539,BR_049,59,Mass,Salaried,68,35805.61,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002424,CLI_04050,BR_010,71,Mass,Unemployed,10,10110.47,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002426,CLI_01304,BR_019,63,Mass-Affluent,Salaried,44,4667.59,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002428,CLI_00393,BR_029,61,Mass,Gig-worker,9,25402.01,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002429,CLI_04577,BR_025,56,Mass,Unemployed,87,31166.85,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002434,CLI_02706,BR_035,41,Mass-Affluent,Self-employed,2,11784.41,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002436,CLI_01802,BR_039,51,Mass-Affluent,Unemployed,17,48391.63,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002437,CLI_03274,BR_003,23,Mass,Self-employed,21,7091.11,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002443,CLI_03461,BR_005,24,Mass,Gig-worker,4,36786.09,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002446,CLI_01076,BR_031,68,Mass-Affluent,Salaried,74,15833.02,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002448,CLI_02009,BR_017,49,Mass,Salaried,90,24226.44,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002451,CLI_01549,BR_008,40,Premium,Salaried,32,45172.01,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002454,CLI_04839,BR_016,33,Mass-Affluent,Gig-worker,90,37184.71,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002455,CLI_02436,BR_041,18,Mass-Affluent,Salaried,84,37378.3,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002460,CLI_04758,BR_014,74,Mass,Gig-worker,45,42749.79,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002465,CLI_03826,BR_031,69,Mass-Affluent,Gig-worker,26,21303.61,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002469,CLI_00831,BR_041,43,Mass,Gig-worker,81,18322.91,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002470,CLI_03083,BR_019,28,Mass,Gig-worker,18,34412.05,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002472,CLI_00835,BR_045,20,Premium,Gig-worker,64,19732.56,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002473,CLI_03313,BR_013,21,Mass,Unemployed,42,19478.27,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002474,CLI_04953,BR_049,44,Mass-Affluent,Unemployed,41,12658.9,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002475,CLI_03117,BR_002,31,Mass,Business Owner,15,43939.29,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002477,CLI_00593,BR_031,31,Mass,Business Owner,61,14717.03,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002480,CLI_02966,BR_008,69,Mass,Salaried,105,17982.53,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002481,CLI_02662,BR_039,36,Mass,Business Owner,94,26811.79,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002482,CLI_00603,BR_037,42,Mass,Gig-worker,5,14607.84,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002483,CLI_01066,BR_029,45,Mass,Self-employed,75,35322.46,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002495,CLI_03088,BR_047,68,Mass,Gig-worker,21,34368.98,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002497,CLI_00605,BR_032,38,Mass,Salaried,87,25879.95,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002501,CLI_02775,BR_043,33,Mass,Gig-worker,29,25283.6,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002503,CLI_04910,BR_044,39,Mass,Gig-worker,2,5323.43,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002504,CLI_02770,BR_038,33,Premium,Salaried,111,13888.24,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002505,CLI_01830,BR_029,66,Mass,Self-employed,107,18986.94,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002510,CLI_03234,BR_027,18,Private,Salaried,82,4314.11,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002511,CLI_02092,BR_046,31,Premium,Salaried,16,16978.89,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002512,CLI_03937,BR_031,46,Mass,Business Owner,55,4538.86,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002513,CLI_02940,BR_003,26,Mass,Self-employed,98,35469.43,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002514,CLI_04807,BR_035,22,Mass-Affluent,Gig-worker,68,19916.34,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002520,CLI_00422,BR_044,70,Mass,Salaried,93,41932.12,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002521,CLI_03750,BR_006,38,Mass,Gig-worker,22,1747.85,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002527,CLI_01815,BR_047,27,Mass,Self-employed,35,22743.3,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002533,CLI_00992,BR_031,42,Mass,Gig-worker,54,18424.17,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002536,CLI_03275,BR_023,73,Mass,Salaried,54,49986.87,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002541,CLI_01777,BR_023,35,Mass-Affluent,Self-employed,113,9365.62,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002543,CLI_03393,BR_019,46,Mass,Salaried,91,40052.09,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002544,CLI_01460,BR_001,71,Mass,Gig-worker,52,17692.42,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002545,CLI_02544,BR_024,29,Premium,Gig-worker,92,45405.22,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002546,CLI_04638,BR_049,27,Mass,Unemployed,17,27696.69,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002547,CLI_04731,BR_011,45,Mass-Affluent,Self-employed,5,23805.8,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002548,CLI_03554,BR_030,69,Mass,Gig-worker,93,39564.76,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002550,CLI_02987,BR_011,73,Mass-Affluent,Salaried,23,38913.87,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002554,CLI_03629,BR_004,72,Mass-Affluent,Gig-worker,96,45194.79,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002557,CLI_00722,BR_015,28,Mass-Affluent,Salaried,117,39053.13,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002559,CLI_00308,BR_030,41,Private,Salaried,82,41534.45,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002560,CLI_02752,BR_040,55,Mass,Salaried,49,21480.05,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002564,CLI_02445,BR_021,34,Mass-Affluent,Salaried,102,12206.97,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002565,CLI_03034,BR_031,18,Mass,Gig-worker,6,14845.6,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002570,CLI_03303,BR_023,24,Premium,Gig-worker,27,17842.51,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002571,CLI_02280,BR_023,29,Mass,Self-employed,31,38716.94,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002573,CLI_01926,BR_033,74,Mass,Unemployed,41,28985.7,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002574,CLI_00757,BR_013,52,Mass,Salaried,104,14497.2,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002577,CLI_04552,BR_016,38,Premium,Self-employed,19,39735.08,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002579,CLI_04527,BR_031,35,Mass,Salaried,6,37386.48,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002582,CLI_01965,BR_040,27,Mass,Salaried,109,46048.55,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002583,CLI_00647,BR_044,65,Mass,Self-employed,10,22423.79,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002585,CLI_02831,BR_021,40,Mass,Gig-worker,60,20230.13,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002587,CLI_01146,BR_048,52,Mass,Gig-worker,80,46361.21,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002590,CLI_02084,BR_017,70,Premium,Self-employed,20,20616.4,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002591,CLI_04741,BR_042,72,Mass,Salaried,79,45650.52,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002592,CLI_03353,BR_035,34,Mass,Gig-worker,15,44370.4,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002593,CLI_00322,BR_025,35,Mass-Affluent,Salaried,80,10182.0,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002595,CLI_03132,BR_027,70,Mass-Affluent,Salaried,109,41939.99,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002596,CLI_04746,BR_046,67,Mass,Salaried,71,29316.01,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002598,CLI_02213,BR_049,42,Mass-Affluent,Self-employed,67,41501.8,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002600,CLI_00189,BR_026,57,Mass,Unemployed,119,6743.81,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002603,CLI_03878,BR_022,40,Mass-Affluent,Salaried,103,46828.17,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002605,CLI_02337,BR_013,31,Premium,Self-employed,70,4151.94,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002612,CLI_02045,BR_015,64,Mass,Gig-worker,36,45624.09,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002613,CLI_03196,BR_014,46,Mass-Affluent,Salaried,75,11562.21,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002617,CLI_02084,BR_030,70,Premium,Self-employed,20,1469.29,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002620,CLI_01972,BR_040,54,Mass,Salaried,110,3472.65,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002621,CLI_00134,BR_014,66,Mass,Salaried,88,15233.76,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002630,CLI_02510,BR_047,32,Mass,Salaried,47,19935.98,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002631,CLI_00966,BR_001,39,Mass,Salaried,48,6983.2,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002633,CLI_04241,BR_006,52,Mass,Salaried,15,12929.79,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002640,CLI_04004,BR_041,22,Mass,Gig-worker,12,30777.7,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002641,CLI_02314,BR_040,56,Mass,Salaried,89,31803.39,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002647,CLI_02989,BR_026,22,Premium,Salaried,45,8754.72,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002649,CLI_01597,BR_011,71,Premium,Unemployed,20,14196.51,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002651,CLI_02351,BR_018,18,Mass-Affluent,Self-employed,41,37643.39,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002652,CLI_01780,BR_021,65,Mass,Salaried,35,1953.34,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002655,CLI_02871,BR_030,52,Mass,Salaried,112,32269.08,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002657,CLI_04614,BR_021,25,Mass,Gig-worker,36,48260.43,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002658,CLI_04261,BR_049,51,Mass,Unemployed,103,11729.94,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002659,CLI_02073,BR_016,70,Mass,Salaried,52,29804.96,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002664,CLI_01018,BR_037,39,Mass,Unemployed,83,15856.87,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002665,CLI_04691,BR_014,24,Mass-Affluent,Salaried,38,22338.33,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002667,CLI_02484,BR_029,21,Mass-Affluent,Self-employed,55,47545.47,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002668,CLI_00182,BR_044,36,Mass-Affluent,Gig-worker,104,36222.05,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002670,CLI_01839,BR_038,34,Mass,Gig-worker,14,41182.83,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
