application_id,client_id,branch_id,requested_amount,status,rejection_reason,application_date,age,account_age_months,employment_type,segment,lost_value,recommended_action,is_rescuable
APP_002535,CLI_01809,BR_015,36986.14,Denied,Restriction - Historical Default on Central Bank SCR,2026-03-25,46,15,Salaried,Mass,36986.14,Hard Decline - SCR Restriction,False
APP_002536,CLI_03275,BR_023,49986.87,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-04-26,73,54,Salaried,Mass,49986.87,Restructuring - Add Co-signer or Increase Term,True
APP_002537,CLI_00717,BR_038,20888.08,Approved,,2026-06-06,71,43,Gig-worker,Mass-Affluent,0.0,,
APP_002538,CLI_00896,BR_041,49290.41,Approved,,2026-06-19,60,62,Self-employed,Mass,0.0,,
APP_002539,CLI_01177,BR_011,7943.7,Approved,,2026-05-31,68,12,Self-employed,Mass,0.0,,
APP_002540,CLI_03754,BR_015,15529.11,Approved,,2026-03-30,70,75,Salaried,Mass,0.0,,
APP_002541,CLI_01777,BR_023,9365.62,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-25,35,113,Self-employed,Mass-Affluent,9365.62,Income Proof - Open Finance Connect,True
APP_002542,CLI_02805,BR_003,24283.62,Approved,,2026-08-08,56,77,Salaried,Mass,0.0,,
APP_002543,CLI_03393,BR_019,40052.09,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-06,46,91,Salaried,Mass,40052.09,Restructuring - Add Co-signer or Increase Term,True
APP_002544,CLI_01460,BR_001,17692.42,Denied,Income - Missing Tax Return,2026-06-26,71,52,Gig-worker,Mass,17692.42,Income Proof - Request Tax Return,True
APP_002545,CLI_02544,BR_024,45405.22,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-03-21,29,92,Gig-worker,Premium,45405.22,Income Proof - Open Finance Connect,True
APP_002546,CLI_04638,BR_049,27696.69,Denied,Document Error - Expired or Illegible ID,2026-04-12,27,17,Unemployed,Mass,27696.69,Fast Update - Request New ID,True
APP_002547,CLI_04731,BR_011,23805.8,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-25,45,5,Self-employed,Mass-Affluent,23805.8,Restructuring - Add Co-signer or Increase Term,True
APP_002548,CLI_03554,BR_030,39564.76,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-03-13,69,93,Gig-worker,Mass,39564.76,Income Proof - Open Finance Connect,True
APP_002549,CLI_01350,BR_050,5970.73,Approved,,2026-03-09,69,109,Salaried,Mass,0.0,,
APP_002550,CLI_02987,BR_011,38913.87,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-18,73,23,Salaried,Mass-Affluent,38913.87,Restructuring - Add Co-signer or Increase Term,True
APP_002551,CLI_03331,BR_039,12904.65,Approved,,2026-05-05,70,62,Gig-worker,Mass,0.0,,
APP_002552,CLI_04794,BR_001,14759.81,Approved,,2026-07-31,58,74,Salaried,Mass,0.0,,
APP_002553,CLI_02123,BR_012,30373.23,Approved,,2026-05-04,62,20,Gig-worker,Mass-Affluent,0.0,,
APP_002554,CLI_03629,BR_004,45194.79,Denied,Income - Missing Tax Return,2026-04-09,72,96,Gig-worker,Mass-Affluent,45194.79,Income Proof - Request Tax Return,True
APP_002555,CLI_00498,BR_025,29341.94,Approved,,2026-03-18,44,82,Self-employed,Mass-Affluent,0.0,,
APP_002556,CLI_03488,BR_008,32798.52,Approved,,2026-03-25,41,54,Self-employed,Mass,0.0,,
APP_002557,CLI_00722,BR_015,39053.13,Denied,Document Error - Expired or Illegible ID,2026-04-24,28,117,Salaried,Mass-Affluent,39053.13,Fast Update - Request New ID,True
APP_002558,CLI_01364,BR_043,13706.91,Approved,,2026-06-15,24,32,Self-employed,Mass,0.0,,
APP_002559,CLI_00308,BR_030,41534.45,Denied,Registry Error - Data Mismatch with Tax Authority,2026-03-15,41,82,Salaried,Private,41534.45,Fast Update - ID Verification,True
APP_002560,CLI_02752,BR_040,21480.05,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-25,55,49,Salaried,Mass,21480.05,Restructuring - Add Co-signer or Increase Term,True
APP_002561,CLI_00884,BR_032,9607.13,Approved,,2026-07-08,34,81,Salaried,Mass,0.0,,
APP_002562,CLI_01265,BR_044,18155.79,Approved,,2026-07-29,40,106,Salaried,Mass,0.0,,
APP_002563,CLI_04349,BR_035,13060.42,Approved,,2026-07-17,38,105,Gig-worker,Mass,0.0,,
APP_002564,CLI_02445,BR_021,12206.97,Denied,Score - Forgotten Micro-Debt,2026-03-14,34,102,Salaried,Mass-Affluent,12206.97,Credit Recovery - Micro-settlement,True
APP_002565,CLI_03034,BR_031,14845.6,Denied,Income - Missing Tax Return,2026-04-24,18,6,Gig-worker,Mass,14845.6,Income Proof - Request Tax Return,True
APP_002566,CLI_01053,BR_036,9865.61,Approved,,2026-03-21,26,38,Gig-worker,Mass,0.0,,
APP_002567,CLI_00494,BR_027,33717.39,Denied,Restriction - Historical Default on Central Bank SCR,2026-06-23,19,97,Salaried,Mass,33717.39,Hard Decline - SCR Restriction,False
APP_002568,CLI_02022,BR_044,29419.6,Approved,,2026-07-27,58,4,Salaried,Mass-Affluent,0.0,,
APP_002569,CLI_01748,BR_008,32773.65,Approved,,2026-04-04,63,38,Salaried,Premium,0.0,,
APP_002570,CLI_03303,BR_023,17842.51,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-06-24,24,27,Gig-worker,Premium,17842.51,Income Proof - Open Finance Connect,True
APP_002571,CLI_02280,BR_023,38716.94,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-03-19,29,31,Self-employed,Mass,38716.94,Income Proof - Open Finance Connect,True
APP_002572,CLI_00932,BR_042,7350.83,Approved,,2026-05-19,18,28,Gig-worker,Mass,0.0,,
APP_002573,CLI_01926,BR_033,28985.7,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-09,74,41,Unemployed,Mass,28985.7,Restructuring - Add Co-signer or Increase Term,True
APP_002574,CLI_00757,BR_013,14497.2,Denied,Registry Error - Data Mismatch with Tax Authority,2026-04-04,52,104,Salaried,Mass,14497.2,Fast Update - ID Verification,True
APP_002575,CLI_01055,BR_039,26852.89,Approved,,2026-05-12,20,14,Salaried,Mass,0.0,,
APP_002576,CLI_03931,BR_035,16858.22,Approved,,2026-05-17,44,2,Gig-worker,Mass-Affluent,0.0,,
APP_002577,CLI_04552,BR_016,39735.08,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-03-26,38,19,Self-employed,Premium,39735.08,Restructuring - Add Co-signer or Increase Term,True
APP_002578,CLI_04355,BR_012,44672.32,Denied,Restriction - Historical Default on Central Bank SCR,2026-07-10,52,50,Salaried,Mass-Affluent,44672.32,Hard Decline - SCR Restriction,False
APP_002579,CLI_04527,BR_031,37386.48,Denied,Score - Forgotten Micro-Debt,2026-05-07,35,6,Salaried,Mass,37386.48,Credit Recovery - Micro-settlement,True
APP_002580,CLI_03454,BR_005,9603.6,Approved,,2026-05-18,60,97,Salaried,Mass,0.0,,
APP_002581,CLI_02517,BR_050,14468.48,Approved,,2026-05-31,49,12,Self-employed,Premium,0.0,,
APP_002582,CLI_01965,BR_040,46048.55,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-04,27,109,Salaried,Mass,46048.55,Restructuring - Add Co-signer or Increase Term,True
APP_002583,CLI_00647,BR_044,22423.79,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-27,65,10,Self-employed,Mass,22423.79,Restructuring - Add Co-signer or Increase Term,True
APP_002584,CLI_04543,BR_025,47117.84,Approved,,2026-06-07,50,25,Self-employed,Mass,0.0,,
APP_002585,CLI_02831,BR_021,20230.13,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-03-08,40,60,Gig-worker,Mass,20230.13,Restructuring - Add Co-signer or Increase Term,True
APP_002586,CLI_00195,BR_003,47636.96,Approved,,2026-08-05,45,6,Gig-worker,Mass,0.0,,
APP_002587,CLI_01146,BR_048,46361.21,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-06-21,52,80,Gig-worker,Mass,46361.21,Income Proof - Open Finance Connect,True
APP_002588,CLI_02510,BR_010,33365.82,Approved,,2026-05-02,32,47,Salaried,Mass,0.0,,
APP_002589,CLI_04292,BR_023,1432.53,Approved,,2026-04-20,53,98,Gig-worker,Mass,0.0,,
APP_002590,CLI_02084,BR_017,20616.4,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-03-11,70,20,Self-employed,Premium,20616.4,Income Proof - Open Finance Connect,True
APP_002591,CLI_04741,BR_042,45650.52,Denied,Document Error - Expired or Illegible ID,2026-08-07,72,79,Salaried,Mass,45650.52,Fast Update - Request New ID,True
APP_002592,CLI_03353,BR_035,44370.4,Denied,Income - Missing Tax Return,2026-05-26,34,15,Gig-worker,Mass,44370.4,Income Proof - Request Tax Return,True
APP_002593,CLI_00322,BR_025,10182.0,Denied,Registry Error - Data Mismatch with Tax Authority,2026-04-17,35,80,Salaried,Mass-Affluent,10182.0,Fast Update - ID Verification,True
APP_002594,CLI_02288,BR_002,20559.94,Approved,,2026-06-29,52,28,Self-employed,Mass,0.0,,
APP_002595,CLI_03132,BR_027,41939.99,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-03-26,70,109,Salaried,Mass-Affluent,41939.99,Restructuring - Add Co-signer or Increase Term,True
APP_002596,CLI_04746,BR_046,29316.01,Denied,Score - Forgotten Micro-Debt,2026-04-07,67,71,Salaried,Mass,29316.01,Credit Recovery - Micro-settlement,True
APP_002597,CLI_01703,BR_009,42517.66,Approved,,2026-05-11,34,51,Gig-worker,Mass-Affluent,0.0,,
APP_002598,CLI_02213,BR_049,41501.8,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-28,42,67,Self-employed,Mass-Affluent,41501.8,Restructuring - Add Co-signer or Increase Term,True
APP_002599,CLI_00831,BR_004,45466.62,Approved,,2026-05-26,43,81,Gig-worker,Mass,0.0,,
APP_002600,CLI_00189,BR_026,6743.81,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-04-09,57,119,Unemployed,Mass,6743.81,Restructuring - Add Co-signer or Increase Term,True
APP_002601,CLI_04053,BR_032,8115.54,Approved,,2026-07-29,56,112,Salaried,Mass,0.0,,
APP_002602,CLI_00092,BR_029,5057.64,Approved,,2026-03-21,47,118,Self-employed,Mass,0.0,,
APP_002603,CLI_03878,BR_022,46828.17,Denied,Document Error - Expired or Illegible ID,2026-04-13,40,103,Salaried,Mass-Affluent,46828.17,Fast Update - Request New ID,True
APP_002604,CLI_01912,BR_047,24282.96,Approved,,2026-07-04,58,84,Salaried,Mass,0.0,,
APP_002605,CLI_02337,BR_013,4151.94,Denied,Income - Missing Tax Return,2026-06-04,31,70,Self-employed,Premium,4151.94,Income Proof - Request Tax Return,True
APP_002606,CLI_01581,BR_023,16754.97,Approved,,2026-06-17,43,16,Gig-worker,Mass,0.0,,
APP_002607,CLI_01409,BR_031,18219.22,Approved,,2026-04-05,18,72,Self-employed,Mass-Affluent,0.0,,
APP_002608,CLI_00175,BR_041,40668.43,Approved,,2026-05-23,46,68,Gig-worker,Mass,0.0,,
APP_002609,CLI_00474,BR_036,37038.37,Approved,,2026-05-14,40,3,Salaried,Mass,0.0,,
APP_002610,CLI_03433,BR_040,34779.97,Approved,,2026-08-26,72,51,Salaried,Mass,0.0,,
APP_002611,CLI_00270,BR_031,2071.31,Approved,,2026-05-15,68,94,Salaried,Mass-Affluent,0.0,,
APP_002612,CLI_02045,BR_015,45624.09,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-21,64,36,Gig-worker,Mass,45624.09,Restructuring - Add Co-signer or Increase Term,True
APP_002613,CLI_03196,BR_014,11562.21,Denied,Document Error - Expired or Illegible ID,2026-06-13,46,75,Salaried,Mass-Affluent,11562.21,Fast Update - Request New ID,True
APP_002614,CLI_00694,BR_035,31824.01,Approved,,2026-04-04,62,117,Business Owner,Mass,0.0,,
APP_002615,CLI_04472,BR_024,4029.13,Approved,,2026-04-15,70,66,Salaried,Mass,0.0,,
APP_002616,CLI_01416,BR_030,4994.78,Approved,,2026-03-20,27,39,Gig-worker,Mass,0.0,,
APP_002617,CLI_02084,BR_030,1469.29,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-06,70,20,Self-employed,Premium,1469.29,Restructuring - Add Co-signer or Increase Term,True
APP_002618,CLI_01236,BR_027,28730.45,Approved,,2026-03-31,69,88,Gig-worker,Mass,0.0,,
APP_002619,CLI_03968,BR_049,31839.6,Approved,,2026-05-18,41,53,Salaried,Mass-Affluent,0.0,,
APP_002620,CLI_01972,BR_040,3472.65,Denied,Score - Forgotten Micro-Debt,2026-04-05,54,110,Salaried,Mass,3472.65,Credit Recovery - Micro-settlement,True
APP_002621,CLI_00134,BR_014,15233.76,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-03-31,66,88,Salaried,Mass,15233.76,Restructuring - Add Co-signer or Increase Term,True
APP_002622,CLI_02913,BR_045,42721.27,Approved,,2026-08-17,31,44,Self-employed,Mass,0.0,,
APP_002623,CLI_04786,BR_047,5964.11,Approved,,2026-05-21,63,103,Salaried,Mass,0.0,,
APP_002624,CLI_00841,BR_011,11610.81,Approved,,2026-03-22,22,9,Gig-worker,Mass-Affluent,0.0,,
APP_002625,CLI_01462,BR_047,21795.17,Approved,,2026-04-15,31,54,Self-employed,Mass,0.0,,
APP_002626,CLI_04935,BR_044,42271.43,Approved,,2026-05-18,37,64,Self-employed,Premium,0.0,,
APP_002627,CLI_03473,BR_026,13487.6,Approved,,2026-06-25,38,100,Self-employed,Mass,0.0,,
APP_002628,CLI_04844,BR_021,49859.71,Approved,,2026-06-04,43,67,Salaried,Mass,0.0,,
APP_002629,CLI_02876,BR_009,18407.83,Approved,,2026-03-07,27,80,Self-employed,Mass-Affluent,0.0,,
APP_002630,CLI_02510,BR_047,19935.98,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-03,32,47,Salaried,Mass,19935.98,Restructuring - Add Co-signer or Increase Term,True
APP_002631,CLI_00966,BR_001,6983.2,Denied,Score - Forgotten Micro-Debt,2026-06-29,39,48,Salaried,Mass,6983.2,Credit Recovery - Micro-settlement,True
APP_002632,CLI_02039,BR_044,34329.7,Approved,,2026-03-16,34,12,Unemployed,Mass,0.0,,
APP_002633,CLI_04241,BR_006,12929.79,Denied,Registry Error - Data Mismatch with Tax Authority,2026-05-28,52,15,Salaried,Mass,12929.79,Fast Update - ID Verification,True
APP_002634,CLI_01851,BR_001,31814.51,Approved,,2026-03-31,31,4,Unemployed,Mass,0.0,,
APP_002635,CLI_00735,BR_022,11934.73,Approved,,2026-08-04,53,80,Salaried,Mass,0.0,,
APP_002636,CLI_02454,BR_013,20005.74,Approved,,2026-06-09,42,92,Self-employed,Mass,0.0,,
APP_002637,CLI_03017,BR_038,42976.93,Approved,,2026-03-09,57,87,Salaried,Mass,0.0,,
APP_002638,CLI_03003,BR_049,37206.39,Approved,,2026-08-09,34,6,Salaried,Mass,0.0,,
APP_002639,CLI_02316,BR_045,8574.95,Approved,,2026-07-24,34,33,Self-employed,Mass,0.0,,
APP_002640,CLI_04004,BR_041,30777.7,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-06-24,22,12,Gig-worker,Mass,30777.7,Income Proof - Open Finance Connect,True
APP_002641,CLI_02314,BR_040,31803.39,Denied,Document Error - Expired or Illegible ID,2026-08-11,56,89,Salaried,Mass,31803.39,Fast Update - Request New ID,True
APP_002642,CLI_04624,BR_031,5437.86,Approved,,2026-05-04,45,88,Gig-worker,Mass-Affluent,0.0,,
APP_002643,CLI_03164,BR_015,23824.48,Approved,,2026-06-07,52,40,Self-employed,Mass-Affluent,0.0,,
APP_002644,CLI_03320,BR_050,13772.75,Approved,,2026-03-08,48,105,Salaried,Mass-Affluent,0.0,,
APP_002645,CLI_03462,BR_002,23889.38,Approved,,2026-05-30,23,4,Self-employed,Mass,0.0,,
APP_002646,CLI_00430,BR_031,39076.48,Approved,,2026-06-01,51,41,Self-employed,Mass-Affluent,0.0,,
APP_002647,CLI_02989,BR_026,8754.72,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-03-21,22,45,Salaried,Premium,8754.72,Restructuring - Add Co-signer or Increase Term,True
APP_002648,CLI_03797,BR_002,7041.91,Approved,,2026-06-12,36,42,Gig-worker,Mass-Affluent,0.0,,
APP_002649,CLI_01597,BR_011,14196.51,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-08,71,20,Unemployed,Premium,14196.51,Restructuring - Add Co-signer or Increase Term,True
APP_002650,CLI_03363,BR_033,47661.5,Approved,,2026-03-20,31,105,Self-employed,Mass,0.0,,
APP_002651,CLI_02351,BR_018,37643.39,Denied,Score - Disabled Positive Credit Registry,2026-04-27,18,41,Self-employed,Mass-Affluent,37643.39,Credit Recovery - BACEN Education Journey,True
APP_002652,CLI_01780,BR_021,1953.34,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-05,65,35,Salaried,Mass,1953.34,Restructuring - Add Co-signer or Increase Term,True
APP_002653,CLI_03989,BR_031,20649.24,Approved,,2026-05-30,57,26,Unemployed,Private,0.0,,
APP_002654,CLI_02449,BR_026,13612.5,Approved,,2026-04-26,57,13,Gig-worker,Mass,0.0,,
APP_002655,CLI_02871,BR_030,32269.08,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-21,52,112,Salaried,Mass,32269.08,Restructuring - Add Co-signer or Increase Term,True
APP_002656,CLI_02911,BR_039,23505.33,Approved,,2026-05-25,30,118,Self-employed,Mass,0.0,,
APP_002657,CLI_04614,BR_021,48260.43,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-20,25,36,Gig-worker,Mass,48260.43,Income Proof - Open Finance Connect,True
APP_002658,CLI_04261,BR_049,11729.94,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-04-18,51,103,Unemployed,Mass,11729.94,Restructuring - Add Co-signer or Increase Term,True
APP_002659,CLI_02073,BR_016,29804.96,Denied,Score - Forgotten Micro-Debt,2026-06-24,70,52,Salaried,Mass,29804.96,Credit Recovery - Micro-settlement,True
APP_002660,CLI_03808,BR_007,35310.29,Approved,,2026-07-23,31,95,Salaried,Mass,0.0,,
APP_002661,CLI_04225,BR_022,41452.66,Approved,,2026-04-16,61,5,Salaried,Mass,0.0,,
APP_002662,CLI_02865,BR_007,20941.58,Approved,,2026-08-01,32,84,Salaried,Mass,0.0,,
APP_002663,CLI_03619,BR_002,34659.17,Approved,,2026-08-02,62,108,Self-employed,Mass,0.0,,
APP_002664,CLI_01018,BR_037,15856.87,Denied,Score - Forgotten Micro-Debt,2026-03-06,39,83,Unemployed,Mass,15856.87,Credit Recovery - Micro-settlement,True
APP_002665,CLI_04691,BR_014,22338.33,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-08,24,38,Salaried,Mass-Affluent,22338.33,Restructuring - Add Co-signer or Increase Term,True
APP_002666,CLI_01333,BR_008,44885.73,Approved,,2026-03-21,43,54,Self-employed,Mass,0.0,,
APP_002667,CLI_02484,BR_029,47545.47,Denied,Score - Disabled Positive Credit Registry,2026-07-02,21,55,Self-employed,Mass-Affluent,47545.47,Credit Recovery - BACEN Education Journey,True
APP_002668,CLI_00182,BR_044,36222.05,Denied,Score - Disabled Positive Credit Registry,2026-08-05,36,104,Gig-worker,Mass-Affluent,36222.05,Credit Recovery - BACEN Education Journey,True
APP_002669,CLI_04840,BR_007,19343.24,Approved,,2026-07-28,21,22,Salaried,Mass,0.0,,
APP_002670,CLI_01839,BR_038,41182.83,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-03,34,14,Gig-worker,Mass,41182.83,Restructuring - Add Co-signer or Increase Term,True
APP_002671,CLI_02452,BR_045,2267.49,Approved,,2026-07-31,44,57,Self-employed,Private,0.0,,
APP_002672,CLI_01953,BR_022,6034.55,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-06-03,34,23,Self-employed,Premium,6034.55,Income Proof - Open Finance Connect,True
APP_002673,CLI_04701,BR_044,33407.31,Denied,Document Error - Expired or Illegible ID,2026-04-22,29,14,Business Owner,Mass,33407.31,Fast Update - Request New ID,True
APP_002674,CLI_00263,BR_017,15271.18,Denied,Score - Forgotten Micro-Debt,2026-06-02,25,50,Salaried,Mass,15271.18,Credit Recovery - Micro-settlement,True
APP_002675,CLI_00661,BR_016,47617.92,Denied,Registry Error - Data Mismatch with Tax Authority,2026-05-24,61,19,Salaried,Mass,47617.92,Fast Update - ID Verification,True
APP_002676,CLI_01316,BR_033,22366.97,Approved,,2026-08-05,68,59,Salaried,Mass-Affluent,0.0,,
APP_002677,CLI_02920,BR_039,22038.88,Denied,Registry Error - Data Mismatch with Tax Authority,2026-07-16,60,86,Salaried,Mass,22038.88,Fast Update - ID Verification,True
APP_002678,CLI_04918,BR_035,34225.9,Denied,Income - Missing Tax Return,2026-04-20,62,37,Gig-worker,Mass,34225.9,Income Proof - Request Tax Return,True
APP_002679,CLI_02195,BR_038,38610.86,Approved,,2026-08-06,28,47,Salaried,Mass,0.0,,
APP_002680,CLI_02073,BR_032,24302.38,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-08,70,52,Salaried,Mass,24302.38,Restructuring - Add Co-signer or Increase Term,True
APP_002681,CLI_02020,BR_003,11486.04,Approved,,2026-05-05,52,60,Gig-worker,Mass,0.0,,
APP_002682,CLI_02741,BR_003,38892.12,Approved,,2026-07-19,67,85,Self-employed,Mass-Affluent,0.0,,
APP_002683,CLI_00816,BR_008,16697.21,Approved,,2026-04-12,63,79,Salaried,Mass,0.0,,
APP_002684,CLI_04778,BR_046,9580.43,Denied,Score - Disabled Positive Credit Registry,2026-04-13,69,93,Gig-worker,Mass,9580.43,Credit Recovery - BACEN Education Journey,True
APP_002685,CLI_03419,BR_031,31950.37,Approved,,2026-03-31,37,4,Gig-worker,Mass,0.0,,
APP_002686,CLI_04098,BR_009,5432.23,Denied,Restriction - Historical Default on Central Bank SCR,2026-07-20,55,85,Salaried,Mass,5432.23,Hard Decline - SCR Restriction,False
APP_002687,CLI_03718,BR_005,48596.28,Denied,Score - Disabled Positive Credit Registry,2026-07-20,34,97,Self-employed,Mass,48596.28,Credit Recovery - BACEN Education Journey,True
APP_002688,CLI_04735,BR_028,31987.47,Denied,Score - Disabled Positive Credit Registry,2026-06-27,61,102,Self-employed,Mass-Affluent,31987.47,Credit Recovery - BACEN Education Journey,True
APP_002689,CLI_03630,BR_015,49308.88,Approved,,2026-05-14,25,19,Salaried,Mass,0.0,,
APP_002690,CLI_02754,BR_049,17605.78,Approved,,2026-05-13,52,58,Salaried,Mass-Affluent,0.0,,
APP_002691,CLI_03368,BR_027,48589.05,Approved,,2026-03-29,33,61,Salaried,Mass-Affluent,0.0,,
APP_002692,CLI_04686,BR_042,8132.55,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-31,47,95,Salaried,Mass,8132.55,Restructuring - Add Co-signer or Increase Term,True
APP_002693,CLI_00202,BR_031,2994.04,Approved,,2026-04-14,59,69,Gig-worker,Mass,0.0,,
APP_002694,CLI_01005,BR_040,2616.22,Denied,Income - Missing Tax Return,2026-05-14,34,96,Self-employed,Mass-Affluent,2616.22,Income Proof - Request Tax Return,True
APP_002695,CLI_01313,BR_018,23778.65,Denied,Income - Missing Tax Return,2026-03-07,18,55,Gig-worker,Mass,23778.65,Income Proof - Request Tax Return,True
APP_002696,CLI_02026,BR_038,5067.21,Denied,Document Error - Expired or Illegible ID,2026-07-03,46,90,Unemployed,Mass,5067.21,Fast Update - Request New ID,True
APP_002697,CLI_03134,BR_049,26096.23,Approved,,2026-03-22,48,61,Gig-worker,Mass,0.0,,
APP_002698,CLI_03574,BR_004,17047.52,Approved,,2026-08-06,20,79,Salaried,Mass,0.0,,
APP_002699,CLI_04222,BR_021,17445.82,Approved,,2026-03-26,63,15,Gig-worker,Premium,0.0,,
APP_002700,CLI_03672,BR_047,32144.84,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-07-06,22,2,Gig-worker,Mass,32144.84,Income Proof - Open Finance Connect,True
APP_002701,CLI_04942,BR_042,8991.8,Approved,,2026-04-14,56,87,Unemployed,Mass,0.0,,
APP_002702,CLI_01797,BR_023,38561.12,Approved,,2026-04-21,73,59,Self-employed,Mass,0.0,,
APP_002703,CLI_04275,BR_045,29519.52,Denied,Restriction - Historical Default on Central Bank SCR,2026-04-19,73,44,Business Owner,Premium,29519.52,Hard Decline - SCR Restriction,False
APP_002704,CLI_01605,BR_022,45832.29,Denied,Score - Forgotten Micro-Debt,2026-04-10,36,67,Unemployed,Mass,45832.29,Credit Recovery - Micro-settlement,True
APP_002705,CLI_01903,BR_001,18877.19,Approved,,2026-07-11,50,32,Self-employed,Mass,0.0,,
APP_002706,CLI_04000,BR_025,49153.03,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-06-12,62,14,Self-employed,Mass,49153.03,Income Proof - Open Finance Connect,True
APP_002707,CLI_04589,BR_041,29215.55,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-05,58,7,Gig-worker,Mass-Affluent,29215.55,Income Proof - Open Finance Connect,True
APP_002708,CLI_03505,BR_028,48696.7,Approved,,2026-08-05,72,68,Unemployed,Mass,0.0,,
APP_002709,CLI_02620,BR_037,2325.97,Approved,,2026-05-13,37,71,Business Owner,Mass,0.0,,
APP_002710,CLI_02350,BR_011,36670.84,Approved,,2026-05-08,29,17,Gig-worker,Mass,0.0,,
APP_002711,CLI_04365,BR_022,41014.45,Approved,,2026-06-14,43,1,Salaried,Mass,0.0,,
APP_002712,CLI_04720,BR_025,3605.49,Denied,Document Error - Expired or Illegible ID,2026-08-09,25,55,Business Owner,Mass,3605.49,Fast Update - Request New ID,True
APP_002713,CLI_02673,BR_021,29369.51,Denied,Score - Forgotten Micro-Debt,2026-04-27,51,109,Salaried,Mass,29369.51,Credit Recovery - Micro-settlement,True
APP_002714,CLI_00819,BR_036,40295.17,Approved,,2026-08-07,62,36,Unemployed,Mass-Affluent,0.0,,
APP_002715,CLI_02678,BR_020,28490.9,Approved,,2026-04-15,39,24,Self-employed,Mass,0.0,,
APP_002716,CLI_00548,BR_016,4126.87,Approved,,2026-06-30,74,92,Salaried,Private,0.0,,
APP_002717,CLI_04433,BR_028,34978.91,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-08,72,56,Gig-worker,Mass-Affluent,34978.91,Restructuring - Add Co-signer or Increase Term,True
APP_002718,CLI_00359,BR_029,3969.25,Approved,,2026-05-05,74,48,Business Owner,Mass,0.0,,
APP_002719,CLI_03362,BR_050,41055.98,Approved,,2026-08-22,64,77,Gig-worker,Mass-Affluent,0.0,,
APP_002720,CLI_01925,BR_026,3108.67,Approved,,2026-03-07,62,81,Unemployed,Mass,0.0,,
APP_002721,CLI_04912,BR_040,7732.47,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-12,44,84,Salaried,Mass,7732.47,Restructuring - Add Co-signer or Increase Term,True
APP_002722,CLI_04456,BR_002,14480.27,Approved,,2026-04-25,40,45,Self-employed,Mass,0.0,,
APP_002723,CLI_04443,BR_049,32034.87,Denied,Registry Error - Data Mismatch with Tax Authority,2026-06-23,47,79,Salaried,Mass-Affluent,32034.87,Fast Update - ID Verification,True
APP_002724,CLI_04648,BR_010,48841.6,Denied,Document Error - Expired or Illegible ID,2026-03-27,41,9,Unemployed,Premium,48841.6,Fast Update - Request New ID,True
APP_002725,CLI_02702,BR_013,6773.32,Approved,,2026-07-08,58,107,Gig-worker,Mass,0.0,,
APP_002726,CLI_01931,BR_015,7992.68,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-26,27,70,Gig-worker,Mass,7992.68,Income Proof - Open Finance Connect,True
APP_002727,CLI_00422,BR_009,19074.65,Approved,,2026-06-07,70,93,Salaried,Mass,0.0,,
